t,YDIF
31.6,0.13574
31.633333,0.164963
31.666667,0.0431925
31.7,0.03489
31.733333,0.156073
31.766667,0.33168
31.8,0.33247
31.833333,0.317125
31.866667,0.334
31.9,0.333205
31.933333,0.095135
31.966667,0.00054
32,0.139283
32.033333,0.07362
32.066667,0.0572475
32.1,0.046525
32.133333,0.037745
32.166667,0.03276
32.2,0.0295425
32.233333,0.02662
32.266667,4.87352
32.3,0.02528
32.333333,0.0220575
32.366667,1.82821
32.4,1.64613
32.433333,1.59357
32.466667,1.42869
32.5,1.27706
32.533333,1.10132
32.566667,0.891763
32.6,0.610452
32.633333,0.512783
32.666667,0.45934
32.7,0.354928
32.733333,0.337288
32.766667,0.368695
32.8,0.54155
32.833333,0.634985
32.866667,0.61411
32.9,0.671303
32.933333,0.662695
32.966667,0.64165
33,0.55743
33.033333,0.503315
33.066667,0.451955
33.1,0.008715
33.133333,0.0004675
33.166667,0.000285
33.2,0.00028
33.233333,0.00027
33.266667,0.00027
33.3,0.00027
33.333333,0.111433
33.366667,0.12355
33.4,0.122313
33.433333,0.123963
33.466667,0.124817
33.5,0.123975
33.533333,0.125768
33.566667,0.054905
33.6,0.0021275
33.633333,0.00232
33.666667,0.00224
33.7,0.002265
33.733333,0.00243
33.766667,0.00238
33.8,0.00239
33.833333,0.000405
33.866667,0.00031
33.9,0.0002975
33.933333,0.00029
33.966667,0.00029
34,0.00029
34.033333,0.00029
34.066667,0.00029
34.1,0.00029
34.133333,0.00029
34.166667,0.00029
34.2,0.00029
34.233333,0.00029
34.266667,0.00029
34.3,0.00029
34.333333,0.00029
34.366667,0.00029
34.4,0.00029
34.433333,0.00029
34.466667,0.00029
34.5,5.51145
34.533333,0.0031225
34.566667,0.0008475
34.6,0.0005675
34.633333,0.000495
34.666667,0.00049
34.7,0.00049
34.733333,0.00049
34.766667,0.00049
34.8,0.00049
34.833333,0.00049
34.866667,0.00049
34.9,0.00049
34.933333,0.00049
34.966667,0.00049
35,0.00049
35.033333,0.00049
35.066667,0.00049
35.1,0.00049
35.133333,0.00049
35.166667,0.00049
35.2,0.00049
35.233333,0.00049
35.266667,0.00049
35.3,0.00049
35.333333,0.00049
35.366667,0.00049
35.4,0.00049
35.433333,0.00049
35.466667,0.00049
35.5,0.00049
35.533333,0.00049
35.566667,0.00049
35.6,0.00049
35.633333,0.00049
35.666667,0.00049
35.7,0.00049
35.733333,0.00049
35.766667,0.00049
35.8,0.00049
35.833333,0.00049
35.866667,0.00049
35.9,0.00049
35.933333,0.00049
35.966667,0.00049
36,0.00049
36.033333,0.00049
36.066667,0.00049
36.1,0.00049
36.133333,0.00049
36.166667,0.00049
36.2,0.00049
36.233333,0.00049
36.266667,0.00049
36.3,0.00049
36.333333,0.00049
36.366667,0.00049
36.4,0.00049
36.433333,0.00049
36.466667,0.00049
36.5,0.00049
36.533333,0.00049
36.566667,0.00049
36.6,0.00049
36.633333,0.00049
36.666667,0.00049
36.7,0.00049
36.733333,0.00049
36.766667,0.00049
36.8,0.00049
36.833333,0.00049
36.866667,0.00049
36.9,0.00049
36.933333,0.00049
36.966667,0.00049
37,0.00049
37.033333,0.00049
37.066667,0.00049
37.1,0.00049
37.133333,0.00049
37.166667,194.221
37.2,0.0024875
37.233333,0.000575
37.266667,0.000265
37.3,0.000225
37.333333,0.000225
37.366667,0.000225
37.4,0.000225
37.433333,0.000225
37.466667,0.000225
37.5,0.000225
37.533333,0.000225
37.566667,0.000225
37.6,0.000225
37.633333,0.000225
37.666667,0.000225
37.7,0.000225
37.733333,0.000225
37.766667,0.000225
37.8,0.000225
37.833333,0.000225
37.866667,0.000225
37.9,0.000225
37.933333,0.000225
37.966667,0.000225
38,0.000225
38.033333,0.000225
38.066667,0.000225
38.1,0.000225
38.133333,0.000225
38.166667,0.000225
38.2,0.000225
38.233333,0.000225
38.266667,0.000225
38.3,0.000225
38.333333,0.000225
38.366667,0.000225
38.4,0.000225
38.433333,6.61881
38.466667,14.9724
38.5,0.005695
38.533333,0.0016225
38.566667,0.0009725
38.6,0.000815
38.633333,0.000795
38.666667,0.000795
38.7,0.000795
38.733333,0.000795
38.766667,0.000795
38.8,0.000795
38.833333,0.000795
38.866667,0.000795
38.9,15.4858
38.933333,11.0381
38.966667,9.0894
39,12.3352
39.033333,13.2857
39.066667,11.1626
39.1,10.026
39.133333,20.1854
39.166667,27.7347
39.2,0.0145475
39.233333,0.148965
39.266667,0.0046
39.3,0.100608
39.333333,0.0909125
39.366667,3.43727
39.4,3.46652
39.433333,3.463
39.466667,4.27719
39.5,3.47449
39.533333,4.29629
39.566667,7.26347
39.6,13.1666
39.633333,12.1746
39.666667,9.90822
39.7,8.4953
39.733333,6.21901
39.766667,2.68166
39.8,1.00345
39.833333,0.0187
39.866667,0.0825125
39.9,0.0280675
39.933333,0.0821325
39.966667,2.00195
40,6.02548
40.033333,6.65124
40.066667,5.92225
40.1,4.69322
40.133333,4.26553
40.166667,9.31346
40.2,1.91237
40.233333,3.51587
40.266667,4.09814
40.3,3.8827
40.333333,1.90609
40.366667,0.0036075
40.4,0.002285
40.433333,0.0020475
40.466667,0.002005
40.5,0.002005
40.533333,0.002005
40.566667,0.002005
40.6,0.002005
40.633333,0.002005
40.666667,0.002005
40.7,0.002005
40.733333,0.002005
40.766667,0.002005
40.8,0.002005
40.833333,0.002005
40.866667,0.002005
40.9,0.002005
40.933333,0.002005
40.966667,0.002005
41,0.002005
41.033333,0.002005
41.066667,0.002005
41.1,0.002005
41.133333,0.002005
41.166667,0.002005
41.2,0.002005
41.233333,0.002005
41.266667,0.002005
41.3,53.698
41.333333,0.142265
41.366667,0.121605
41.4,0.0188475
41.433333,0.009415
41.466667,0.0019525
41.5,0.0011975
41.533333,0.0009975
41.566667,0.00099
41.6,0.00099
41.633333,0.00099
41.666667,0.00099
41.7,0.00099
41.733333,0.00099
41.766667,0.00099
41.8,0.00099
41.833333,0.00099
41.866667,0.00099
41.9,0.00099
41.933333,0.00099
41.966667,0.00099
42,0.00099
42.033333,0.00099
42.066667,0.00099
42.1,0.00099
42.133333,0.00099
42.166667,0.00099
42.2,0.00099
42.233333,0.00099
42.266667,0.00099
42.3,0.0864025
42.333333,0.0074825
42.366667,0.0017425
42.4,0.000865
42.433333,0.00076
42.466667,0.000755
42.5,0.000755
42.533333,0.000755
42.566667,0.000755
42.6,0.000755
42.633333,0.000755
42.666667,0.000755
42.7,0.000755
42.733333,0.000755
42.766667,0.000755
42.8,0.000755
42.833333,0.000755
42.866667,0.000755
42.9,0.000755
42.933333,0.000755
42.966667,0.000755
43,0.000755
43.033333,0.000755
43.066667,0.000755
43.1,0.000755
43.133333,0.000755
43.166667,0.000755
43.2,0.000755
43.233333,0.000755
43.266667,0.000755
43.3,0.0025075
43.333333,0.002415
43.366667,0.000935
43.4,0.000755
43.433333,0.000755
43.466667,0.000755
43.5,0.000755
43.533333,0.000755
43.566667,0.000755
43.6,0.000755
43.633333,0.000755
43.666667,0.000755
43.7,0.000755
43.733333,0.000755
43.766667,0.000755
43.8,0.000755
43.833333,0.000755
43.866667,0.000755
43.9,0.000755
43.933333,0.000755
43.966667,0.000755
44,0.000755
44.033333,0.000755
44.066667,0.000755
44.1,0.000755
44.133333,0.000755
44.166667,0.000755
44.2,12.0602
44.233333,0.0107
44.266667,0.003505
44.3,0.0747425
44.333333,0.349455
44.366667,1.26542
44.4,3.61793
44.433333,5.3884
44.466667,6.25796
44.5,6.35297
44.533333,6.11564
44.566667,6.20574
44.6,6.21168
44.633333,5.6839
44.666667,4.93796
44.7,4.18616
44.733333,1.89959
44.766667,3.06657
44.8,2.39598
44.833333,1.82069
44.866667,1.40901
44.9,1.24815
44.933333,1.46351
44.966667,1.50603
45,1.67894
45.033333,2.53005
45.066667,2.86524
45.1,2.91912
45.133333,3.17401
45.166667,2.76866
45.2,1.76341
45.233333,1.83999
45.266667,1.73226
45.3,1.4541
45.333333,1.19663
45.366667,0.91982
45.4,0.542342
45.433333,0.181617
45.466667,3.48514
45.5,5.17544
45.533333,3.76921
45.566667,2.22777
45.6,1.27883
45.633333,4.78728
45.666667,35.087
45.7,4.64277
45.733333,1.64524
45.766667,1.95257
45.8,0.947372
45.833333,0.642397
45.866667,1.22289
45.9,0.80073
45.933333,0.410853
45.966667,0.394188
46,0.363098
46.033333,0.322748
46.066667,0.288482
46.1,0.23694
46.133333,0.198445
46.166667,0.1689
46.2,0.125315
46.233333,0.0437725
46.266667,0.089355
46.3,0.124285
46.333333,0.03241
46.366667,0.0038125
46.4,0.00102
46.433333,0.0007175
46.466667,0.000705
46.5,0.000705
46.533333,0.000705
46.566667,0.000705
46.6,0.000705
46.633333,0.000705
46.666667,0.000705
46.7,0.000705
46.733333,0.005025
46.766667,0.000855
46.8,4.59007
46.833333,0.0098075
46.866667,0.00186
46.9,0.000765
46.933333,0.0051575
46.966667,0.00075
47,0.00071
47.033333,0.00071
47.066667,0.00071
47.1,0.00071
47.133333,0.00071
47.166667,0.00071
47.2,0.879443
47.233333,2.08363
47.266667,3.27595
47.3,4.06884
47.333333,4.27072
47.366667,4.36223
47.4,4.40819
47.433333,4.27705
47.466667,4.10373
47.5,4.26436
47.533333,4.39764
47.566667,4.1086
47.6,3.73103
47.633333,3.47145
47.666667,3.67906
47.7,3.89381
47.733333,3.42223
47.766667,3.79991
47.8,3.68014
47.833333,3.50834
47.866667,2.97477
47.9,2.00066
47.933333,1.01404
47.966667,0.29353
48,8.81751
48.033333,2.93887
48.066667,2.16113
48.1,1.67798
48.133333,1.36544
48.166667,4.80323
48.2,4.39073
48.233333,2.52226
48.266667,3.41253
48.3,2.61672
48.333333,1.71752
